indicator_id,indicator_name,country_code,country_name,year,value
102006,"Population in multidimensional poverty, headcount (thousands) (for the year of the survey)",ECU,Ecuador,2008-2019,730.1671941
117806,Contribution of deprivation in education to the Multidimensional Poverty Index,ECU,Ecuador,2008-2019,23.644682
117906,Contribution of deprivation in health to the Multidimensional Poverty Index,ECU,Ecuador,2008-2019,40.4352
118006,Contribution of deprivation in standard of living to the Multidimensional Poverty Index,ECU,Ecuador,2008-2019,35.920125
123506,"Estimated gross national income per capita, female (2017 PPP $)",ECU,Ecuador,2019,7874.348972
123606,"Estimated gross national income per capita, male (2017 PPP $)",ECU,Ecuador,2019,14210.94744
133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",ECU,Ecuador,2014-2019,66.13675
135106,"Income inequality, quintile ratio",ECU,Ecuador,2010-2017,10.65957
136906,"Human Development Index (HDI), female",ECU,Ecuador,2019,0.742928666
137006,"Human Development Index (HDI), male",ECU,Ecuador,2019,0.767990043
142506,Population vulnerable to multidimensional poverty (%),ECU,Ecuador,2008-2019,7.629797
149206,Government expenditure on education (% of GDP),ECU,Ecuador,2013-2018,4.9987
164406,Adjusted net savings (% of GNI),ECU,Ecuador,2015-2018,3.645861
167106,"Population living below income poverty line, PPP $1.90 a day (%)",ECU,Ecuador,2008-2018,3.3
178306,Gross capital formation (% of GDP),ECU,Ecuador,2015-2019,24.95487
181106,Birth registration (% under age 5),ECU,Ecuador,2009-2019,82.1
182806,Population using safely managed drinking-water services (%),ECU,Ecuador,2017,75.0
183206,"Overall loss in HDI value due to inequality, average annual change (%)",ECU,Ecuador,2010/2019,-0.797246322
183406,"Population in multidimensional poverty, headcount (thousands) (projection for 2018)",ECU,Ecuador,2008-2019,782.0066356
186806,Average annual change in the share of bottom 40 percent (%),ECU,Ecuador,2005/2018,2.050074
186906,Income share held by poorest 40%,ECU,Ecuador,2010-2018,13.8
187006,Income share held by richest 10 %,ECU,Ecuador,2010-2018,34.4
195206,Population using safely managed sanitation services (%),ECU,Ecuador,2017,42.0
38406,Multidimensional poverty index (MPI),EGY,Egypt,2008-2019,0.01942496
38506,"Population in multidimensional poverty, intensity of deprivation (%)",EGY,Egypt,2008-2019,37.61300743
38606,"Population in multidimensional poverty, headcount (%)",EGY,Egypt,2008-2019,5.16442657
39006,"Population living below income poverty line, national poverty line (%)",EGY,Egypt,2008-2019,32.5
46006,Mobile phone subscriptions (per 100 people),EGY,Egypt,2018,95.2866
46106,Primary school dropout rate (% of primary school cohort),EGY,Egypt,2008-2018,2.98073
57806,"Mortality rate, female adult (per 1,000 people)",EGY,Egypt,2014-2018,105.456
57906,"Mortality rate, male adult (per 1,000 people)",EGY,Egypt,2014-2018,182.7
63206,"Gross enrolment ratio, primary (% of primary school-age population)",EGY,Egypt,2014-2019,106.28493
63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",EGY,Egypt,2014-2019,87.91114
63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",EGY,Egypt,2014-2019,35.16452
67106,"Income inequality, Gini coefficient",EGY,Egypt,2010-2018,31.5
101006,Population in severe multidimensional poverty (%),EGY,Egypt,2008-2019,0.57906071
101406,"Literacy rate, adult (% ages 15 and older)",EGY,Egypt,2008-2018,71.16825
102006,"Population in multidimensional poverty, headcount (thousands) (for the year of the survey)",EGY,Egypt,2008-2019,4669.91558
117806,Contribution of deprivation in education to the Multidimensional Poverty Index,EGY,Egypt,2008-2019,53.18067074
117906,Contribution of deprivation in health to the Multidimensional Poverty Index,EGY,Egypt,2008-2019,39.84304965
118006,Contribution of deprivation in standard of living to the Multidimensional Poverty Index,EGY,Egypt,2008-2019,6.97628409
123506,"Estimated gross national income per capita, female (2017 PPP $)",EGY,Egypt,2019,4752.907627
123606,"Estimated gross national income per capita, male (2017 PPP $)",EGY,Egypt,2019,18039.4704
133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",EGY,Egypt,2014-2019,28.70762
135106,"Income inequality, quintile ratio",EGY,Egypt,2010-2017,4.56044
136906,"Human Development Index (HDI), female",EGY,Egypt,2019,0.652050925
137006,"Human Development Index (HDI), male",EGY,Egypt,2019,0.739007559
142506,Population vulnerable to multidimensional poverty (%),EGY,Egypt,2008-2019,6.06550872
164406,Adjusted net savings (% of GNI),EGY,Egypt,2015-2018,3.556279
167106,"Population living below income poverty line, PPP $1.90 a day (%)",EGY,Egypt,2008-2018,3.2
178306,Gross capital formation (% of GDP),EGY,Egypt,2015-2019,16.65615
181106,Birth registration (% under age 5),EGY,Egypt,2009-2019,99.4
183206,"Overall loss in HDI value due to inequality, average annual change (%)",EGY,Egypt,2010/2019,0.841625036
183406,"Population in multidimensional poverty, headcount (thousands) (projection for 2018)",EGY,Egypt,2008-2019,5083.014653
186106,Income share held by richest 1%,EGY,Egypt,2010-2019,15.790001
186806,Average annual change in the share of bottom 40 percent (%),EGY,Egypt,2005/2018,0.0353727
186906,Income share held by poorest 40%,EGY,Egypt,2010-2018,21.8
187006,Income share held by richest 10 %,EGY,Egypt,2010-2018,26.9
195206,Population using safely managed sanitation services (%),EGY,Egypt,2017,61.0
38406,Multidimensional poverty index (MPI),IND,India,2008-2019,0.12265247
38506,"Population in multidimensional poverty, intensity of deprivation (%)",IND,India,2008-2019,43.94929409
38606,"Population in multidimensional poverty, headcount (%)",IND,India,2008-2019,27.90772319
39006,"Population living below income poverty line, national poverty line (%)",IND,India,2008-2019,21.9
46006,Mobile phone subscriptions (per 100 people),IND,India,2018,86.9426
46106,Primary school dropout rate (% of primary school cohort),IND,India,2008-2018,8.76045
57806,"Mortality rate, female adult (per 1,000 people)",IND,India,2014-2018,147.161
57906,"Mortality rate, male adult (per 1,000 people)",IND,India,2014-2018,203.623
63206,"Gross enrolment ratio, primary (% of primary school-age population)",IND,India,2014-2019,112.95786
63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",IND,India,2014-2019,75.16113
63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",IND,India,2014-2019,28.06055
67106,"Income inequality, Gini coefficient",IND,India,2010-2018,37.8
101006,Population in severe multidimensional poverty (%),IND,India,2008-2019,8.77306014
101406,"Literacy rate, adult (% ages 15 and older)",IND,India,2008-2018,74.37299
102006,"Population in multidimensional poverty, headcount (thousands) (for the year of the survey)",IND,India,2008-2019,369642.6077
117806,Contribution of deprivation in education to the Multidimensional Poverty Index,IND,India,2008-2019,23.38272631
117906,Contribution of deprivation in health to the Multidimensional Poverty Index,IND,India,2008-2019,31.85433745
118006,Contribution of deprivation in standard of living to the Multidimensional Poverty Index,IND,India,2008-2019,44.76294219
123506,"Estimated gross national income per capita, female (2017 PPP $)",IND,India,2019,2330.548965
123606,"Estimated gross national income per capita, male (2017 PPP $)",IND,India,2019,10702.27124
133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",IND,India,2014-2019,13.73929
135106,"Income inequality, quintile ratio",IND,India,2010-2017,5.481482
136906,"Human Development Index (HDI), female",IND,India,2019,0.573180639
137006,"Human Development Index (HDI), male",IND,India,2019,0.698787862
142506,Population vulnerable to multidimensional poverty (%),IND,India,2008-2019,19.26568449
149206,Government expenditure on education (% of GDP),IND,India,2013-2018,3.84467
164406,Adjusted net savings (% of GNI),IND,India,2015-2018,17.65979
167106,"Population living below income poverty line, PPP $1.90 a day (%)",IND,India,2008-2018,21.2
178306,Gross capital formation (% of GDP),IND,India,2015-2019,30.21392
181106,Birth registration (% under age 5),IND,India,2009-2019,79.7
183206,"Overall loss in HDI value due to inequality, average annual change (%)",IND,India,2010/2019,-1.32057925
183406,"Population in multidimensional poverty, headcount (thousands) (projection for 2018)",IND,India,2008-2019,377491.6641
186106,Income share held by richest 1%,IND,India,2010-2019,21.340001
186806,Average annual change in the share of bottom 40 percent (%),IND,India,2005/2018,-0.4477975
186906,Income share held by poorest 40%,IND,India,2010-2018,18.8
187006,Income share held by richest 10 %,IND,India,2010-2018,31.7
38406,Multidimensional poverty index (MPI),MDA,Moldova (Republic of),2008-2019,0.00353391
38506,"Population in multidimensional poverty, intensity of deprivation (%)",MDA,Moldova (Republic of),2008-2019,37.44998872
38606,"Population in multidimensional poverty, headcount (%)",MDA,Moldova (Republic of),2008-2019,0.94363317
39006,"Population living below income poverty line, national poverty line (%)",MDA,Moldova (Republic of),2008-2019,9.6
46006,Mobile phone subscriptions (per 100 people),MDA,Moldova (Republic of),2018,88.014
46106,Primary school dropout rate (% of primary school cohort),MDA,Moldova (Republic of),2008-2018,5.65999
57806,"Mortality rate, female adult (per 1,000 people)",MDA,Moldova (Republic of),2014-2018,95.579
57906,"Mortality rate, male adult (per 1,000 people)",MDA,Moldova (Republic of),2014-2018,237.424
63206,"Gross enrolment ratio, primary (% of primary school-age population)",MDA,Moldova (Republic of),2014-2019,90.61876
63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",MDA,Moldova (Republic of),2014-2019,86.90614
63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",MDA,Moldova (Republic of),2014-2019,39.82124
67106,"Income inequality, Gini coefficient",MDA,Moldova (Republic of),2010-2018,25.7
101006,Population in severe multidimensional poverty (%),MDA,Moldova (Republic of),2008-2019,0.06327384
101406,"Literacy rate, adult (% ages 15 and older)",MDA,Moldova (Republic of),2008-2018,99.35989
102006,"Population in multidimensional poverty, headcount (thousands) (for the year of the survey)",MDA,Moldova (Republic of),2008-2019,38.46063849
117806,Contribution of deprivation in education to the Multidimensional Poverty Index,MDA,Moldova (Republic of),2008-2019,42.38091111
117906,Contribution of deprivation in health to the Multidimensional Poverty Index,MDA,Moldova (Republic of),2008-2019,9.18348208
118006,Contribution of deprivation in standard of living to the Multidimensional Poverty Index,MDA,Moldova (Republic of),2008-2019,48.43560755
123506,"Estimated gross national income per capita, female (2017 PPP $)",MDA,Moldova (Republic of),2019,11994.41736
123606,"Estimated gross national income per capita, male (2017 PPP $)",MDA,Moldova (Republic of),2019,15477.12762
133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",MDA,Moldova (Republic of),2014-2019,86.70315
135106,"Income inequality, quintile ratio",MDA,Moldova (Republic of),2010-2017,3.61
136906,"Human Development Index (HDI), female",MDA,Moldova (Republic of),2019,0.75444439
137006,"Human Development Index (HDI), male",MDA,Moldova (Republic of),2019,0.744241921
142506,Population vulnerable to multidimensional poverty (%),MDA,Moldova (Republic of),2008-2019,3.69973332
149206,Government expenditure on education (% of GDP),MDA,Moldova (Republic of),2013-2018,5.51108
164406,Adjusted net savings (% of GNI),MDA,Moldova (Republic of),2015-2018,4.589104
167106,"Population living below income poverty line, PPP $1.90 a day (%)",MDA,Moldova (Republic of),2008-2018,0.0
178306,Gross capital formation (% of GDP),MDA,Moldova (Republic of),2015-2019,26.30482
181106,Birth registration (% under age 5),MDA,Moldova (Republic of),2009-2019,99.6
182806,Population using safely managed drinking-water services (%),MDA,Moldova (Republic of),2017,73.0
183206,"Overall loss in HDI value due to inequality, average annual change (%)",MDA,Moldova (Republic of),2010/2019,-2.828463338
183406,"Population in multidimensional poverty, headcount (thousands) (projection for 2018)",MDA,Moldova (Republic of),2008-2019,38.23554423
186106,Income share held by richest 1%,MDA,Moldova (Republic of),2010-2019,9.9299997
186806,Average annual change in the share of bottom 40 percent (%),MDA,Moldova (Republic of),2005/2018,2.152158
186906,Income share held by poorest 40%,MDA,Moldova (Republic of),2010-2018,24.4
187006,Income share held by richest 10 %,MDA,Moldova (Republic of),2010-2018,22.0
47906,Median age (years),CAF,Central African Republic,2020,17.611
47906,Median age (years),ECU,Ecuador,2020,27.93
47906,Median age (years),EGY,Egypt,2020,24.606
47906,Median age (years),IND,India,2020,28.426
47906,Median age (years),MDA,Moldova (Republic of),2020,37.597
23806,Population with at least some secondary education (% ages 25 and older),CAF,Central African Republic,2019,22.08
23906,"Population with at least some secondary education, female (% ages 25 and older)",CAF,Central African Republic,2019,13.42
24006,"Population with at least some secondary education, male (% ages 25 and older)",CAF,Central African Republic,2019,31.32
24106,"Mean years of schooling, female (years)",CAF,Central African Republic,2019,3.024
24206,"Mean years of schooling, male (years)",CAF,Central African Republic,2019,5.582
68606,Gender Inequality Index (GII),CAF,Central African Republic,2019,0.68
69206,Life expectancy at birth (years),CAF,Central African Republic,2019,53.28
69706,Expected years of schooling (years),CAF,Central African Republic,2019,7.56836
71406,Inequality-adjusted education index,CAF,Central African Republic,2019,0.231192439
71506,Inequality-adjusted life expectancy index,CAF,Central African Republic,2019,0.306688
71606,Inequality-adjusted income index,CAF,Central African Republic,2019,0.176153527
73506,Overall loss in HDI due to inequality (%),CAF,Central African Republic,2019,41.56171285
101606,Inequality in education (%),CAF,Central African Republic,2019,34.5
101706,Inequality in income (%),CAF,Central African Republic,2019,49.2
101806,Inequality in life expectancy (%),CAF,Central African Republic,2019,40.1
103006,Mean years of schooling (years),CAF,Central African Republic,2019,4.282
103206,Life expectancy index,CAF,Central African Republic,2019,0.512
103606,Income index,CAF,Central African Republic,2019,0.346758912
103706,Education index,CAF,Central African Republic,2019,0.352965556
120606,"Life expectancy at birth, female (years)",CAF,Central African Republic,2019,55.514
121106,"Life expectancy at birth, male (years)",CAF,Central African Republic,2019,51.081
123306,"Expected years of schooling, female (years)",CAF,Central African Republic,2019,6.194228836
123406,"Expected years of schooling, male (years)",CAF,Central African Republic,2019,8.942491164
132806,Population under age 5 (millions),CAF,Central African Republic,2019,0.730857
135006,Coefficient of human inequality,CAF,Central African Republic,2019,41.26666667
137506,Human Development Index (HDI),CAF,Central African Republic,2019,0.397
138806,Inequality-adjusted HDI (IHDI),CAF,Central African Republic,2019,0.232
146206,HDI rank,CAF,Central African Republic,2019,188.0
178306,Gross capital formation (% of GDP),CAF,Central African Republic,2019,23.155994
194906,GDP per capita (2017 PPP $),CAF,Central African Republic,2019,944.8680935
195706,Gross national income (GNI) per capita (constant 2017 PPP$),CAF,Central African Republic,2019,993.0088419
23806,Population with at least some secondary education (% ages 25 and older),ECU,Ecuador,2019,53.00729762
23906,"Population with at least some secondary education, female (% ages 25 and older)",ECU,Ecuador,2019,52.48502
24006,"Population with at least some secondary education, male (% ages 25 and older)",ECU,Ecuador,2019,53.26757
24106,"Mean years of schooling, female (years)",ECU,Ecuador,2019,8.731764724
24206,"Mean years of schooling, male (years)",ECU,Ecuador,2019,8.854201765
68606,Gender Inequality Index (GII),ECU,Ecuador,2019,0.384
69206,Life expectancy at birth (years),ECU,Ecuador,2019,77.01
69706,Expected years of schooling (years),ECU,Ecuador,2019,14.6008
71406,Inequality-adjusted education index,ECU,Ecuador,2019,0.604865984
71506,Inequality-adjusted life expectancy index,ECU,Ecuador,2019,0.776213077
71606,Inequality-adjusted income index,ECU,Ecuador,2019,0.498179935
73506,Overall loss in HDI due to inequality (%),ECU,Ecuador,2019,18.84057971
101606,Inequality in education (%),ECU,Ecuador,2019,13.89604924
101706,Inequality in income (%),ECU,Ecuador,2019,29.896735
101806,Inequality in life expectancy (%),ECU,Ecuador,2019,11.5
103006,Mean years of schooling (years),ECU,Ecuador,2019,8.907169486
103206,Life expectancy index,ECU,Ecuador,2019,0.877076923
103606,Income index,ECU,Ecuador,2019,0.710637279
103706,Education index,ECU,Ecuador,2019,0.702483427
120606,"Life expectancy at birth, female (years)",ECU,Ecuador,2019,79.838
121106,"Life expectancy at birth, male (years)",ECU,Ecuador,2019,74.282
123306,"Expected years of schooling, female (years)",ECU,Ecuador,2019,14.89502544
123406,"Expected years of schooling, male (years)",ECU,Ecuador,2019,14.30661012
132806,Population under age 5 (millions),ECU,Ecuador,2019,1.662472
135006,Coefficient of human inequality,ECU,Ecuador,2019,18.43092808
137506,Human Development Index (HDI),ECU,Ecuador,2019,0.759
138806,Inequality-adjusted HDI (IHDI),ECU,Ecuador,2019,0.616
146206,HDI rank,ECU,Ecuador,2019,86.0
178306,Gross capital formation (% of GDP),ECU,Ecuador,2019,24.95487
194906,GDP per capita (2017 PPP $),ECU,Ecuador,2019,11375.33118
195706,Gross national income (GNI) per capita (constant 2017 PPP$),ECU,Ecuador,2019,11043.98255
23806,Population with at least some secondary education (% ages 25 and older),EGY,Egypt,2019,72.95913
23906,"Population with at least some secondary education, female (% ages 25 and older)",EGY,Egypt,2019,73.50696
24006,"Population with at least some secondary education, male (% ages 25 and older)",EGY,Egypt,2019,72.53537
24106,"Mean years of schooling, female (years)",EGY,Egypt,2019,6.78
24206,"Mean years of schooling, male (years)",EGY,Egypt,2019,8.082
68606,Gender Inequality Index (GII),EGY,Egypt,2019,0.449
69206,Life expectancy at birth (years),EGY,Egypt,2019,71.99
69706,Expected years of schooling (years),EGY,Egypt,2019,13.32624
71406,Inequality-adjusted education index,EGY,Egypt,2019,0.382525493
71506,Inequality-adjusted life expectancy index,EGY,Egypt,2019,0.707064
71606,Inequality-adjusted income index,EGY,Egypt,2019,0.454852941
73506,Overall loss in HDI due to inequality (%),EGY,Egypt,2019,29.7029703
101606,Inequality in education (%),EGY,Egypt,2019,38.1
101706,Inequality in income (%),EGY,Egypt,2019,36.5
101806,Inequality in life expectancy (%),EGY,Egypt,2019,11.6
103006,Mean years of schooling (years),EGY,Egypt,2019,7.434
103206,Life expectancy index,EGY,Egypt,2019,0.799846154
103606,Income index,EGY,Egypt,2019,0.716303844
103706,Education index,EGY,Egypt,2019,0.617973333
120606,"Life expectancy at birth, female (years)",EGY,Egypt,2019,74.35
121106,"Life expectancy at birth, male (years)",EGY,Egypt,2019,69.742
123306,"Expected years of schooling, female (years)",EGY,Egypt,2019,13.31444
123406,"Expected years of schooling, male (years)",EGY,Egypt,2019,13.33763
132806,Population under age 5 (millions),EGY,Egypt,2019,12.803816
135006,Coefficient of human inequality,EGY,Egypt,2019,28.73333333
137506,Human Development Index (HDI),EGY,Egypt,2019,0.707
138806,Inequality-adjusted HDI (IHDI),EGY,Egypt,2019,0.497
146206,HDI rank,EGY,Egypt,2019,116.0
194906,GDP per capita (2017 PPP $),EGY,Egypt,2019,11763.25364
195706,Gross national income (GNI) per capita (constant 2017 PPP$),EGY,Egypt,2019,11466.14512
23806,Population with at least some secondary education (% ages 25 and older),IND,India,2019,39.33627898
23906,"Population with at least some secondary education, female (% ages 25 and older)",IND,India,2019,27.6706
24006,"Population with at least some secondary education, male (% ages 25 and older)",IND,India,2019,47.0304
24106,"Mean years of schooling, female (years)",IND,India,2019,5.402907118
24206,"Mean years of schooling, male (years)",IND,India,2019,8.717657279
68606,Gender Inequality Index (GII),IND,India,2019,0.488
69206,Life expectancy at birth (years),IND,India,2019,69.66
69706,Expected years of schooling (years),IND,India,2019,12.16229
71406,Inequality-adjusted education index,IND,India,2019,0.339913438
71506,Inequality-adjusted life expectancy index,IND,India,2019,0.613492
71606,Inequality-adjusted income index,IND,India,2019,0.515438394
73506,Overall loss in HDI due to inequality (%),IND,India,2019,26.35658915
101606,Inequality in education (%),IND,India,2019,38.7
101706,Inequality in income (%),IND,India,2019,18.79302
101806,Inequality in life expectancy (%),IND,India,2019,19.7
103006,Mean years of schooling (years),IND,India,2019,6.5
103206,Life expectancy index,IND,India,2019,0.764
103606,Income index,IND,India,2019,0.634721787
103706,Education index,IND,India,2019,0.554508056
120606,"Life expectancy at birth, female (years)",IND,India,2019,70.95
121106,"Life expectancy at birth, male (years)",IND,India,2019,68.464
123306,"Expected years of schooling, female (years)",IND,India,2019,12.63835
123406,"Expected years of schooling, male (years)",IND,India,2019,11.73363
132806,Population under age 5 (millions),IND,India,2019,116.781811
135006,Coefficient of human inequality,IND,India,2019,25.73100667
137506,Human Development Index (HDI),IND,India,2019,0.645
138806,Inequality-adjusted HDI (IHDI),IND,India,2019,0.475
146206,HDI rank,IND,India,2019,131.0
178306,Gross capital formation (% of GDP),IND,India,2019,30.213923
194906,GDP per capita (2017 PPP $),IND,India,2019,6754.286547
195706,Gross national income (GNI) per capita (constant 2017 PPP$),IND,India,2019,6681.346904
23806,Population with at least some secondary education (% ages 25 and older),MDA,Moldova (Republic of),2019,97.28972
23906,"Population with at least some secondary education, female (% ages 25 and older)",MDA,Moldova (Republic of),2019,96.58683
24006,"Population with at least some secondary education, male (% ages 25 and older)",MDA,Moldova (Republic of),2019,98.10793
24106,"Mean years of schooling, female (years)",MDA,Moldova (Republic of),2019,11.76912
24206,"Mean years of schooling, male (years)",MDA,Moldova (Republic of),2019,11.63766
68606,Gender Inequality Index (GII),MDA,Moldova (Republic of),2019,0.204
69206,Life expectancy at birth (years),MDA,Moldova (Republic of),2019,71.9
69706,Expected years of schooling (years),MDA,Moldova (Republic of),2019,11.53408
71406,Inequality-adjusted education index,MDA,Moldova (Republic of),2019,0.658785013
71506,Inequality-adjusted life expectancy index,MDA,Moldova (Republic of),2019,0.721809231
71606,Inequality-adjusted income index,MDA,Moldova (Republic of),2019,0.63879898
73506,Overall loss in HDI due to inequality (%),MDA,Moldova (Republic of),2019,10.4
101606,Inequality in education (%),MDA,Moldova (Republic of),2019,7.3
101706,Inequality in income (%),MDA,Moldova (Republic of),2019,14.0
101806,Inequality in life expectancy (%),MDA,Moldova (Republic of),2019,9.6
103006,Mean years of schooling (years),MDA,Moldova (Republic of),2019,11.70817
103206,Life expectancy index,MDA,Moldova (Republic of),2019,0.798461538
103606,Income index,MDA,Moldova (Republic of),2019,0.742789512
103706,Education index,MDA,Moldova (Republic of),2019,0.710663444
120606,"Life expectancy at birth, female (years)",MDA,Moldova (Republic of),2019,76.157
121106,"Life expectancy at birth, male (years)",MDA,Moldova (Republic of),2019,67.624
123306,"Expected years of schooling, female (years)",MDA,Moldova (Republic of),2019,11.77517
123406,"Expected years of schooling, male (years)",MDA,Moldova (Republic of),2019,11.30316
132806,Population under age 5 (millions),MDA,Moldova (Republic of),2019,0.206428
135006,Coefficient of human inequality,MDA,Moldova (Republic of),2019,10.3
137506,Human Development Index (HDI),MDA,Moldova (Republic of),2019,0.75
138806,Inequality-adjusted HDI (IHDI),MDA,Moldova (Republic of),2019,0.672
146206,HDI rank,MDA,Moldova (Republic of),2019,90.0
178306,Gross capital formation (% of GDP),MDA,Moldova (Republic of),2019,26.304816
194906,GDP per capita (2017 PPP $),MDA,Moldova (Republic of),2019,13033.86433
195706,Gross national income (GNI) per capita (constant 2017 PPP$),MDA,Moldova (Republic of),2019,13663.60669
23806,Population with at least some secondary education (% ages 25 and older),CAF,Central African Republic,2018,22.08
23906,"Population with at least some secondary education, female (% ages 25 and older)",CAF,Central African Republic,2018,13.42
24006,"Population with at least some secondary education, male (% ages 25 and older)",CAF,Central African Republic,2018,31.08
24106,"Mean years of schooling, female (years)",CAF,Central African Republic,2018,3.024
24206,"Mean years of schooling, male (years)",CAF,Central African Republic,2018,5.582
46006,Mobile phone subscriptions (per 100 people),CAF,Central African Republic,2018,27.6743
57206,"Mortality rate, infant (per 1,000 live births)",CAF,Central African Republic,2018,84.463697
57506,"Mortality rate, under-five (per 1,000 live births)",CAF,Central African Republic,2018,116.478405
57806,"Mortality rate, female adult (per 1,000 people)",CAF,Central African Republic,2018,371.323
57906,"Mortality rate, male adult (per 1,000 people)",CAF,Central African Republic,2018,452.968
68606,Gender Inequality Index (GII),CAF,Central African Republic,2018,0.68
69206,Life expectancy at birth (years),CAF,Central African Republic,2018,52.805
69706,Expected years of schooling (years),CAF,Central African Republic,2018,7.56836
71406,Inequality-adjusted education index,CAF,Central African Republic,2018,0.231017368
71506,Inequality-adjusted life expectancy index,CAF,Central African Republic,2018,0.302095693
71606,Inequality-adjusted income index,CAF,Central African Republic,2018,0.17519258
73506,Overall loss in HDI due to inequality (%),CAF,Central African Republic,2018,41.7721519
